L1,L2,L3,Link
Women,Beauty & Grooming,Skin Care,https://www.flipkart.com/beauty-and-grooming/body-face-skin-care/body-and-face-care/pr?sid=g9b%2Cema%2C5la&p%5B%5D=facets.ideal_for%255B%255D%3DMen%2B%2526%2BWomen&otracker=categorytree&p%5B%5D=facets.ideal_for%255B%255D%3DWomen&p%5B%5D=facets.ideal_for%255B%255D%3DUnisex&p%5B%5D=facets.serviceability%5B%5D%3Dtrue&otracker=nmenu_sub_Women_0_Skin%20Care
Women,Beauty & Grooming,Hair Care,"https://www.flipkart.com/beauty-and-grooming/hair-care-and-accessory/pr?sid=g9b,lcf&p[]=facets.serviceability%5B%5D%3Dtrue&otracker=categorytree&otracker=nmenu_sub_Women_0_Hair%20Care"
Women,Beauty & Grooming,Bath & Spa,"https://www.flipkart.com/beauty-and-grooming/bath-shower/pr?sid=g9b,5nz&p[]=facets.serviceability%5B%5D%3Dtrue&otracker=categorytree&otracker=nmenu_sub_Women_0_Bath%20%26%20Spa"
Women,Beauty & Grooming,Deodorants & Perfumes,https://www.flipkart.com/beauty-and-grooming/fragrances/pr?sid=g9b%2C0yh&p%5B%5D=facets.ideal_for%255B%255D%3DWomen&otracker=categorytree&p%5B%5D=facets.ideal_for%255B%255D%3DMen%2B%2526%2BWomen&p%5B%5D=facets.serviceability%5B%5D%3Dtrue&otracker=nmenu_sub_Women_0_Deodorants%20%26%20Perfumes
Women,Jewellery,Artificial Jewellery,https://www.flipkart.com/fashion-jewellery-store?otracker=nmenu_sub_Women_0_Artificial%20Jewellery
Women,Jewellery,Silver Jewellery,"https://www.flipkart.com/jewellery/silver-jewellery/pr?sid=mcr,tfz&otracker=nmenu_sub_Women_0_Silver%20Jewellery"
Women,Jewellery,Precious Jewellery,"https://www.flipkart.com/jewellery/precious-jewellery/pr?sid=mcr,ykh&otracker=nmenu_sub_Women_0_Precious%20Jewellery"
Women,Jewellery,Coins and Bars,"https://www.flipkart.com/jewellery/gemstones-coins-bars/pr?sid=mcr,73x&p[]=facets.serviceability%5B%5D%3Dtrue&otracker=categorytree&otracker=nmenu_sub_Women_0_Coins%20and%20Bars"
Women,Accessories,Handbags,"https://www.flipkart.com/bags-wallets-belts/handbags-clutches/handbags/pr?sid=reh,ihu,m08&otracker=categorytree&otracker=nmenu_sub_Women_0_Handbags"
Women,Accessories,Shoulder Bags,"https://www.flipkart.com/bags-wallets-belts/handbags-clutches/shoulder-bags/pr?sid=reh,ihu,1gy&otracker=categorytree&otracker=nmenu_sub_Women_0_Shoulder%20Bags"
Women,Accessories,Totes,"https://www.flipkart.com/bags-wallets-belts/handbags-clutches/totes/pr?sid=reh,ihu,v57&otracker=categorytree&otracker=nmenu_sub_Women_0_Totes"
Women,Accessories,Sling bags,"https://www.flipkart.com/bags-wallets-belts/handbags-clutches/sling-bags/pr?sid=reh,ihu,mf2&otracker=categorytree&otracker=nmenu_sub_Women_0_Sling%20bags"
Women,Accessories,Clutches,"https://www.flipkart.com/bags-wallets-belts/wallets-clutches/clutches/pr?sid=reh,cca,q6i&otracker=categorytree&otracker=nmenu_sub_Women_0_Clutches"
Women,Accessories,Wallets & Belts,https://www.flipkart.com/bags-wallets-belts/~wallets-belts/pr?p[]=facets.ideal_for%255B%255D=Women&p[]=sort=popularity&sid=reh&otracker=nmenu_sub_Women_0_Wallets%20%26%20Belts
Women,Accessories,Luggage & Travel,https://www.flipkart.com/bags-wallets-belts/luggage-travel/pr?count=40&p%5B%5D=facets.ideal_for%255B%255D%3DBoys%2B%2526%2BGirls&p%5B%5D=facets.ideal_for%255B%255D%3DWomen&p%5B%5D=facets.ideal_for%255B%255D%3DWomen%2527s&p%5B%5D=facets.ideal_for%255B%255D%3DGirls&p%5B%5D=facets.ideal_for%255B%255D%3DMen%2B%2526%2BWomen&sid=reh%2Fplk&otracker=nmenu_sub_Women_0_Luggage%20%26%20Travel
Women,Accessories,Sunglasses,https://www.flipkart.com/sunglasses/pr?p%5B%5D=facets.ideal_for%255B%255D%3DMen%2B%2526%2BWomen&sid=26x&otracker=nmenu_sub_Women_0_Sunglasses&p%5B%5D=facets.ideal_for%255B%255D%3DWomen&otracker=nmenu_sub_Women_0_Sunglasses
Women,Accessories,Frames,https://www.flipkart.com/eyewear/frames/pr?count=40&p%5B%5D=facets.ideal_for%255B%255D%3DUnisex&p%5B%5D=facets.ideal_for%255B%255D%3DWomen&sid=u73%2Fh4k&otracker=nmenu_sub_Women_0_Frames
Women,Featured,Forever 21,https://www.flipkart.com/all/pr?count=40&p%5B%5D=facets.brand%255B%255D%3DForever%2B21&sid=all&otracker=nmenu_sub_Women_0_Forever%2021
Women,Featured,Accessorize,https://www.flipkart.com/all/pr?sid=all&p[]=facets.brand%255B%255D%3DAccessorize&otracker=categorytree&otracker=nmenu_sub_Women_0_Accessorize
Women,Featured,W,https://www.flipkart.com/all/pr?count=40&otracker=categorytree&p%5B%5D=facets.brand%255B%255D%3DW&sid=all&otracker=nmenu_sub_Women_0_W
Women,Featured,Pantaloons,https://www.flipkart.com/womens-clothing/pr?count=40&otracker=categorytree&p%5B%5D=facets.brand%255B%255D%3DAjile%2Bby%2BPantaloons&p%5B%5D=facets.brand%255B%255D%3DAkkriti%2Bby%2BPantaloons&p%5B%5D=facets.brand%255B%255D%3DAnnabelle%2Bby%2BPantaloons&p%5B%5D=facets.brand%255B%255D%3DCandies%2Bby%2BPantaloons&p%5B%5D=facets.brand%255B%255D%3DHoney%2BBy%2BPantaloons&p%5B%5D=facets.brand%255B%255D%3DIzabel%2BLondon%2Bby%2BPantaloons&p%5B%5D=facets.brand%255B%255D%3DRangmanch%2Bby%2BPantaloons&p%5B%5D=facets.brand%255B%255D%3DSF%2BJeans%2Bby%2BPantaloons&sid=2oq%2Fc1r&otracker=nmenu_sub_Women_0_Pantaloons
Women,Featured,Chemistry,https://www.flipkart.com/all/~womens-footwear-and-handbag/pr?p%5B%5D=facets.brand%255B%255D%3DChemistry&sid=all&otracker=nmenu_sub_Women_0_Chemistry
Women,Featured,Lakme,https://www.flipkart.com/search?p[]=facets.brand%255B%255D%3DLakme&sid=t06&otracker=CLP_filters&otracker=nmenu_sub_Women_0_Lakme
Women,Featured,Nivea,https://www.flipkart.com/search?count=40&otracker=CLP_filters&p%5B%5D=facets.brand%255B%255D%3DNivea&p%5B%5D=facets.brand%255B%255D%3DNivea%2BMen&sid=t06&otracker=nmenu_sub_Women_0_Nivea
Women,Featured,Catwalk,https://www.flipkart.com/womens-footwear/pr?otracker=categorytree&p%5B%5D=facets.brand%255B%255D%3DCatwalk&sid=osp%2Fiko&otracker=nmenu_sub_Women_0_Catwalk
Women,Featured,Titan-Raga,https://www.flipkart.com/watches/pr?otracker=product_breadCrumbs_Watches&p%5B%5D=facets.brand%255B%255D%3DTitan&p%5B%5D=facets.ideal_for%255B%255D%3DWomen&sid=r18&otracker=nmenu_sub_Women_0_Titan-Raga
Women,Featured,Fastrack,https://www.flipkart.com/all/pr?sid=all&p[]=facets.brand%255B%255D%3DFastrack&otracker=nmenu_sub_Women_0_Fastrack
Women,Featured,Divastri,https://www.flipkart.com/divastri-store?otracker=nmenu_sub_Women_0_Divastri
Women,Featured,Rare Roots,https://www.flipkart.com/womens-clothing/pr?count=40&p%5B%5D=facets.brand%255B%255D%3DRARE%2BROOTS&sid=2oq%2Fc1r&otracker=nmenu_sub_Women_0_Rare%20Roots
Women,Featured,Anmi,https://www.flipkart.com/the-anmi-store?otracker=nmenu_sub_Women_0_Anmi
Women,Featured,Coins & Bars,"https://www.flipkart.com/gold-silver-coins/coins-bars/pr?sid=all,mcr,73x,ydh&otracker=categorytree&otracker=nmenu_sub_Women_0_Coins%20%26%20Bars"
Women,Featured,Crocs,https://www.flipkart.com/womens-footwear/pr?sid=osp%2Ciko&p%5B%5D=facets.serviceability%5B%5D%3Dtrue&otracker=categorytree&p%5B%5D=facets.brand%255B%255D%3DCrocs&otracker=nmenu_sub_Women_0_Crocs
Women,Trending today!,Ruffles & Frills,https://www.flipkart.com/western-wear/pr?facets.availability%5b%5d=Exclude+Out+of+Stock&p%5B%5D=facets.filter_standard%255B%255D%3D1&p%5B%5D=facets.theme%255B%255D%3DRuffles&sid=ha6&otracker=nmenu_sub_Women_0_Ruffles%20%26%20Frills
Women,Trending today!,Pastel Kurtas & Kurtis,https://www.flipkart.com/search?facets.availability[]=Exclude+Out+of+Stock&p[]=facets.filter_standard[]=1&p[]=facets.theme%255B%255D%3DPastel%2BKurtas&sid=2oq%2Fc1r%2F3pj&otracker=clp_metro_tile3_1_kurta-categ-ca620_kurta-kurti-store_aa76c0f1-f407-428d-9018-e9e3db294186_wp2&otracker=nmenu_sub_Women_0_Pastel%20Kurtas%20%26%20Kurtis
Women,Trending today!,Designer Net Sarees,https://www.flipkart.com/sarees/pr?facets.availability[]=Exclude+Out+of+Stock&p%5B%5D=facets.filter_standard%255B%255D%3D1&p%5B%5D=facets.theme%255B%255D%3DDesigner%2BSarees&p%5B%5D=facets.theme%255B%255D%3DPastel&p%5B%5D=facets.theme%255B%255D%3DTouch%2Bof%2BGold&sid=2oq%2Fc1r%2F3pj%2F7od&otracker=clp_metro_tile3_1_saree-categ-1884a_sarees-store_5926195c-d5cd-4ed7-8cf6-5937f3faec19_wp2&otracker=nmenu_sub_Women_0_Designer%20Net%20Sarees
Baby & Kids,Boys' Clothing,Polos & T-Shirts,"https://www.flipkart.com/kids-clothing/boys-wear/polos-tshirts/pr?sid=2oq,mpf,u6l,yj5&otracker=nmenu_sub_Baby%20%26%20Kids_0_Polos%20%26%20T-Shirts"
Baby & Kids,Boys' Clothing,Ethnic Wear,"https://www.flipkart.com/kids-clothing/boys-wear/ethnic-wear/pr?sid=2oq,mpf,u6l,et9&otracker=nmenu_sub_Baby%20%26%20Kids_0_Ethnic%20Wear"
Baby & Kids,Boys' Clothing,Shorts & 3/4ths,"https://www.flipkart.com/kids-clothing/boys-wear/shorts-34ths/pr?sid=2oq,mpf,u6l,xt9&otracker=categorytree&otracker=nmenu_sub_Baby%20%26%20Kids_0_Shorts%20%26%203%2F4ths"
Baby & Kids,Girls' Clothing,Dresses & Skirts,"https://www.flipkart.com/kids-clothing/girls-wear/dresses-skirts/pr?sid=2oq,mpf,acr,ot6&otracker=nmenu_sub_Baby%20%26%20Kids_0_Dresses%20%26%20Skirts"
Baby & Kids,Girls' Clothing,Ethnic Wear,"https://www.flipkart.com/kids-clothing/girls-wear/ethnic-wear/pr?sid=2oq,mpf,acr,6rr&otracker=nmenu_sub_Baby%20%26%20Kids_0_Ethnic%20Wear"
Baby & Kids,Girls' Clothing,T-shirts & Tops,"https://www.flipkart.com/kids-clothing/girls-wear/tshirts-tops/pr?sid=2oq,mpf,acr,q0v&otracker=categorytree&otracker=nmenu_sub_Baby%20%26%20Kids_0_T-shirts%20%26%20Tops"
Baby & Kids,Baby Boy Clothing,Body Suits,"https://www.flipkart.com/infants-wear/baby-boys/bodysuits-sleepsuits/pr?sid=2oq,mpf,cki,exf,cgw&otracker=nmenu_sub_Baby%20%26%20Kids_0_Body%20Suits"
Baby & Kids,Baby Boy Clothing,Polos & T-Shirts,"https://www.flipkart.com/kids-clothing/infants-wear/baby-boys/polos-tshirts/pr?sid=2oq,mpf,cki,exf,b2d&otracker=nmenu_sub_Baby%20%26%20Kids_0_Polos%20%26%20T-Shirts"
Baby & Kids,Baby Girl Clothing,Body Suits,"https://www.flipkart.com/kids-clothing/infants-wear/baby-girls/bodysuits-sleepsuits/pr?sid=2oq,mpf,cki,kzp,3gw&otracker=nmenu_sub_Baby%20%26%20Kids_0_Body%20Suits"
Baby & Kids,Baby Girl Clothing,Dresses,"https://www.flipkart.com/kids-clothing/infants-wear/baby-girls/dresses-skirts/dresses/pr?sid=2oq,mpf,cki,kzp,rf8,l8b&otracker=nmenu_sub_Baby%20%26%20Kids_0_Dresses"
Baby & Kids,Boys' Footwear,Sandals,"https://www.flipkart.com/footwear/kids-infant-footwear/for-boys/sandals/pr?sid=osp,mba,o3t,wqv&otracker=nmenu_sub_Baby%20%26%20Kids_0_Sandals"
Baby & Kids,Boys' Footwear,Sport Shoes,"https://www.flipkart.com/footwear/kids-infant-footwear/for-boys/sports-shoes/pr?sid=osp,mba,o3t,aua&otracker=nmenu_sub_Baby%20%26%20Kids_0_Sport%20Shoes"
Baby & Kids,Girls' Footwear,Flats & Bellies,"https://www.flipkart.com/footwear/kids-infant-footwear/for-girls/flats-bellies/pr?sid=osp,mba,erx,6yc&otracker=nmenu_sub_Baby%20%26%20Kids_0_Flats%20%26%20Bellies"
Baby & Kids,Girls' Footwear,Sport Shoes,"https://www.flipkart.com/footwear/kids-infant-footwear/for-girls/sports-shoes/pr?sid=osp,mba,erx,9oc&otracker=nmenu_sub_Baby%20%26%20Kids_0_Sport%20Shoes"
Baby & Kids,Kids Winter Wear,Boys Winter Wear,"https://www.flipkart.com/kids-clothing/boys-wear/winter-seasonal-wear/pr?sid=2oq,mpf,u6l,tim&otracker=categorytree&otracker=nmenu_sub_Baby%20%26%20Kids_0_Boys%20Winter%20Wear"
Baby & Kids,Kids Winter Wear,Girls Winter Wear,"https://www.flipkart.com/kids-clothing/girls-wear/winter-seasonal-wear/pr?sid=2oq,mpf,acr,c3a&otracker=categorytree&otracker=nmenu_sub_Baby%20%26%20Kids_0_Girls%20Winter%20Wear"
Baby & Kids,Kids Winter Wear,Infants Winter Wear,"https://www.flipkart.com/kids-clothing/infants-wear/~kids-winterwear/pr?sid=2oq,mpf,cki&otracker=categorytree&otracker=nmenu_sub_Baby%20%26%20Kids_0_Infants%20Winter%20Wear"
Baby & Kids,Kids Winter Wear,Thermals,"https://www.flipkart.com/kids-clothing/girls-wear/winter-seasonal-wear/thermals/pr?sid=2oq,mpf,acr,c3a,enh&otracker=categorytree&otracker=nmenu_sub_Baby%20%26%20Kids_0_Thermals"
Baby & Kids,Kids Winter Wear,Kids' Watches,https://www.flipkart.com/watches/pr?sid=r18&p%5B%5D=facets.ideal_for%255B%255D%3DGirls&p%5B%5D=facets.ideal_for%255B%255D%3DBoys&p%5B%5D=facets.ideal_for%255B%255D%3DBoys%2B%2526%2BGirls&otracker=nmenu_sub_Baby%20%26%20Kids_0_Kids'%20Watches
Baby & Kids,Kids Winter Wear,Kids' Sunglasses,https://www.flipkart.com/sunglasses/pr?sid=26x&p%5B%5D=facets.ideal_for%255B%255D%3DBoys&otracker=categorytree&p%5B%5D=facets.ideal_for%255B%255D%3DGirls&p%5B%5D=facets.ideal_for%255B%255D%3DBoys%2B%2526%2BGirls&p%5B%5D=facets.serviceability%5B%5D%3Dtrue&otracker=nmenu_sub_Baby%20%26%20Kids_0_Kids'%20Sunglasses
Baby & Kids,Toys,Remote Control Toys,"https://www.flipkart.com/toys/remote-control-toys/pr?sid=mgl,56m&otracker=nmenu_sub_Baby%20%26%20Kids_0_Remote%20Control%20Toys"
Baby & Kids,Toys,Educational Toys,"https://www.flipkart.com/toys/educational-toys/learning-toys/pr?sid=mgl,u35&otracker=nmenu_sub_Baby%20%26%20Kids_0_Educational%20Toys"
Baby & Kids,Toys,Soft Toys,"https://www.flipkart.com/toys/stuffed-toys/pr?sid=mgl,1zt&otracker=nmenu_sub_Baby%20%26%20Kids_0_Soft%20Toys"
Baby & Kids,Toys,Cars & Die-cast Vehicles,https://www.flipkart.com/toys/vehicle-action-toys/vehicle-pull-along/pr?sid=mgl%2Cj6q&otracker=nmenu_sub_Baby%20%26%20Kids_0_Cars%20%26%20Die-cast%20Vehicles
Baby & Kids,Toys,Outdoor Toys,https://www.flipkart.com/toys/outdoor-toys/pr?sid=mgl%2C1k9&otracker=nmenu_sub_Baby%20%26%20Kids_0_Outdoor%20Toys
Baby & Kids,Toys,Action Figures,"https://www.flipkart.com/toys/vehicle-action-toys/action-figures/pr?sid=mgl,k00&otracker=nmenu_sub_Baby%20%26%20Kids_0_Action%20Figures"
Baby & Kids,Toys,Board Games,"https://www.flipkart.com/toys/puzzles-board-games/card-games/pr?sid=mgl,qet&otracker=nmenu_sub_Baby%20%26%20Kids_0_Board%20Games"
Baby & Kids,Toys,Musical Toys,"https://www.flipkart.com/toys/musical-toys/pr?p%5B%5D=sort%3Dfeatured&sid=mgl,pz4&otracker=nmenu_sub_Baby%20%26%20Kids_0_Musical%20Toys"
Baby & Kids,Toys,Dolls & Doll Houses,"https://www.flipkart.com/toys/dolls-doll-houses/pr?sid=mgl,fnw&otracker=nmenu_sub_Baby%20%26%20Kids_0_Dolls%20%26%20Doll%20Houses"
Baby & Kids,Toys,Puzzles,https://www.flipkart.com/toys/puzzles/pr?sid=mgl%2Clu4&otracker=nmenu_sub_Baby%20%26%20Kids_0_Puzzles
Baby & Kids,Toys,S.T.E.M Toys,https://www.flipkart.com/stem-store?otracker=nmenu_sub_Baby%20%26%20Kids_0_S.T.E.M%20Toys
Baby & Kids,Toys,Helicopter & Drones,https://www.flipkart.com/toys/remote-control-toys/pr?sid=mgl%2C56m&otracker=categorytree&p%5B%5D=facets.type%255B%255D%3DPlanes%2B%2526%2BHelicopters&otracker=nmenu_sub_Baby%20%26%20Kids_0_Helicopter%20%26%20Drones
Baby & Kids,Toys,Toy Guns,https://www.flipkart.com/toys/vehicle-action-toys/battle-toys/pr?sid=mgl%2Cgsh&otracker=categorytree&otracker=nmenu_sub_Baby%20%26%20Kids_0_Toy%20Guns
Baby & Kids,Toys,Party Supplies,"https://www.flipkart.com/toys/party-supplies/pr?sid=mgl,ksc&otracker=categorytree&otracker=nmenu_sub_Baby%20%26%20Kids_0_Party%20Supplies"
Baby & Kids,School Supplies,School Bags,"https://www.flipkart.com/kids-accessories/school-supplies/school-bags/pr?sid=d69,thr,wsp&otracker=nmenu_sub_Baby%20%26%20Kids_0_School%20Bags"
Baby & Kids,School Supplies,School Combo Sets,https://www.flipkart.com/toys/school-supplies/school-sets/pr?sid=mgl%2Cthr%2Cscm&otracker=nmenu_sub_Baby%20%26%20Kids_0_School%20Combo%20Sets
Baby & Kids,School Supplies,Lunch Box,https://www.flipkart.com/toys/school-supplies/lunch-boxes/pr?sid=mgl%2Cthr%2Cvzp&otracker=nmenu_sub_Baby%20%26%20Kids_0_Lunch%20Box
Baby & Kids,Baby Care,Diapers,"https://www.flipkart.com/baby-care/diaper-potty-training/baby-diapers/pr?sid=kyh,fdp,yvf&p[]=facets.serviceability%5B%5D%3Dtrue&otracker=categorytree&otracker=nmenu_sub_Baby%20%26%20Kids_0_Diapers"
Baby & Kids,Baby Care,Wipes,"https://www.flipkart.com/baby-care/diaper-potty-training/baby-wipes/pr?sid=kyh,fdp,kvq&p[]=facets.serviceability%5B%5D%3Dtrue&otracker=categorytree&otracker=nmenu_sub_Baby%20%26%20Kids_0_Wipes"
Baby & Kids,Baby Care,Diapering & Potty Training,"https://www.flipkart.com/baby-care/diaper-potty-training/pr?sid=kyh,fdp&p[]=facets.serviceability%5B%5D%3Dtrue&otracker=categorytree&otracker=nmenu_sub_Baby%20%26%20Kids_0_Diapering%20%26%20Potty%20Training"
Baby & Kids,Baby Care,"Baby Bath, Hair & Skin Care","https://www.flipkart.com/baby-care/baby-bath-hair-skin-care/pr?sid=kyh,pl5&p[]=facets.serviceability%5B%5D%3Dtrue&otracker=categorytree&otracker=nmenu_sub_Baby%20%26%20Kids_0_Baby%20Bath%2C%20Hair%20%26%20Skin%20Care"
Baby & Kids,Baby Care,Baby Grooming,"https://www.flipkart.com/baby-care/baby-grooming/pr?sid=kyh,tyn&p[]=facets.serviceability%5B%5D%3Dtrue&otracker=categorytree&otracker=nmenu_sub_Baby%20%26%20Kids_0_Baby%20Grooming"
Baby & Kids,Baby Care,Baby Bathing Accessories,"https://www.flipkart.com/baby-care/baby-bathing-accessories/pr?sid=kyh,rdc&p[]=facets.serviceability%5B%5D%3Dtrue&otracker=categorytree&otracker=nmenu_sub_Baby%20%26%20Kids_0_Baby%20Bathing%20Accessories"
Baby & Kids,Baby Care,Baby Gift Sets & Combo,"https://www.flipkart.com/baby-care/baby-gift-sets-combo/pr?sid=kyh,utp&p[]=facets.serviceability%5B%5D%3Dtrue&otracker=categorytree&otracker=nmenu_sub_Baby%20%26%20Kids_0_Baby%20Gift%20Sets%20%26%20Combo"
Baby & Kids,Baby Care,Baby Oral Care,"https://www.flipkart.com/baby-care/baby-oral-care/pr?sid=kyh,ga0&p[]=facets.serviceability%5B%5D%3Dtrue&otracker=categorytree&otracker=nmenu_sub_Baby%20%26%20Kids_0_Baby%20Oral%20Care"
Baby & Kids,Baby Care,Nursing & Breast Feeding,"https://www.flipkart.com/baby-care/nursing-breast-feeding/pr?sid=kyh,ie7&p[]=facets.serviceability%5B%5D%3Dtrue&otracker=categorytree&otracker=nmenu_sub_Baby%20%26%20Kids_0_Nursing%20%26%20Breast%20Feeding"
Baby & Kids,Baby Care,Baby Food,"https://www.flipkart.com/baby-care/baby-food/pr?sid=kyh,arw&p[]=facets.serviceability%5B%5D%3Dtrue&otracker=categorytree&otracker=nmenu_sub_Baby%20%26%20Kids_0_Baby%20Food"
Baby & Kids,Baby Care,Baby Feeding Bottle & Accessories,"https://www.flipkart.com/baby-care/baby-feeding-bottle-accessories/pr?sid=kyh,9gj&p[]=facets.serviceability%5B%5D%3Dtrue&otracker=categorytree&otracker=nmenu_sub_Baby%20%26%20Kids_0_Baby%20Feeding%20Bottle%20%26%20Accessories"
Baby & Kids,Baby Care,Baby Feeding Utensils & Accessories,"https://www.flipkart.com/baby-care/baby-feeding-utensils-accessories/pr?sid=kyh,dki&p[]=facets.serviceability%5B%5D%3Dtrue&otracker=categorytree&otracker=nmenu_sub_Baby%20%26%20Kids_0_Baby%20Feeding%20Utensils%20%26%20Accessories"
Baby & Kids,Baby Care,Baby Bedding,"https://www.flipkart.com/baby-care/baby-bedding/pr?sid=kyh,7j3&p[]=facets.serviceability%5B%5D%3Dtrue&otracker=categorytree&otracker=nmenu_sub_Baby%20%26%20Kids_0_Baby%20Bedding"
Baby & Kids,Baby Care,Baby Gear,"https://www.flipkart.com/baby-care/strollers-activity-gear/pr?sid=kyh,5mt&p[]=facets.serviceability%5B%5D%3Dtrue&otracker=categorytree&otracker=nmenu_sub_Baby%20%26%20Kids_0_Baby%20Gear"
Baby & Kids,Baby Care,Baby Medical & Health Care,"https://www.flipkart.com/baby-care/baby-medical-health-care/pr?sid=kyh,g83&p[]=facets.serviceability%5B%5D%3Dtrue&otracker=categorytree&otracker=nmenu_sub_Baby%20%26%20Kids_0_Baby%20Medical%20%26%20Health%20Care"
Baby & Kids,Baby Care,Baby Proofing & Safety,"https://www.flipkart.com/baby-care/baby-proofing-safety/pr?sid=kyh,vxo&p[]=facets.serviceability%5B%5D%3Dtrue&otracker=categorytree&otracker=nmenu_sub_Baby%20%26%20Kids_0_Baby%20Proofing%20%26%20Safety"
Baby & Kids,Baby Care,Baby Cleaners & Detergents,"https://www.flipkart.com/baby-care/baby-cleaners-detergents/pr?sid=kyh,akv&p[]=facets.serviceability%5B%5D%3Dtrue&otracker=categorytree&otracker=nmenu_sub_Baby%20%26%20Kids_0_Baby%20Cleaners%20%26%20Detergents"
Baby & Kids,Featured brands,Miss & Chief,https://www.flipkart.com/missandchief-store?otracker=nmenu_sub_Baby%20%26%20Kids_0_Miss%20%26%20Chief
Baby & Kids,Featured brands,Barbie,https://www.flipkart.com/toys/barbie~brand/pr?sid=mgl&otracker=nmenu_sub_Baby%20%26%20Kids_0_Barbie
Baby & Kids,Featured brands,Disney,https://www.flipkart.com/toys/disney~brand/pr?sid=mgl&otracker=nmenu_sub_Baby%20%26%20Kids_0_Disney
Baby & Kids,Featured brands,United Colors of Benetton,https://www.flipkart.com/kids-clothing/pr?count=40&otracker=categorytree&p%5B%5D=facets.brand%255B%255D%3DUnited%2BColors%2Bof%2BBenetton&p%5B%5D=facets.brand%255B%255D%3DUnited%2BColors%2Bof%2BBenetton.&sid=2oq%2Fmpf&otracker=nmenu_sub_Baby%20%26%20Kids_0_United%20Colors%20of%20Benetton
Baby & Kids,Featured brands,The Children's Place,https://www.flipkart.com/kids-clothing/pr?sid=2oq%2Cmpf&otracker=categorytree&otracker=nmenu_sub_Baby+%26+Kids_0_Kids+Clothing&p%5B%5D=facets.serviceability%5B%5D%3Dtrue&p%5B%5D=facets.brand%255B%255D%3DThe%2BChildren%2527s%2BPlace&otracker=nmenu_sub_Baby%20%26%20Kids_0_The%20Children's%20Place
Baby & Kids,Featured brands,US Polo,https://www.flipkart.com/kids-clothing/pr?count=40&otracker=categorytree&otracker=nmenu_sub_Baby+and+Kids_0_Kids+Clothing&p%5B%5D=facets.brand%255B%255D%3DU%2BS%2BPolo%2BKids&p%5B%5D=facets.brand%255B%255D%3DU%2BS%2BPOLO%2BKIDS&p%5B%5D=facets.brand%255B%255D%3DU.S.%2BPolo%2BAssn&p%5B%5D=facets.brand%255B%255D%3DU.S.%2BPolo%2BAssn.&p%5B%5D=facets.brand%255B%255D%3DUs%2BPolo%2BKids&p%5B%5D=facets.brand%255B%255D%3DUS%2BPolo%2BKids&p%5B%5D=facets.brand%255B%255D%3DUS%2BPOLO%2BKIDS&sid=2oq%2Fmpf&otracker=nmenu_sub_Baby%20%26%20Kids_0_US%20Polo
Baby & Kids,Featured brands,Flying Machine,https://www.flipkart.com/kids-clothing/pr?count=40&otracker=categorytree&otracker=nmenu_sub_Baby+and+Kids_0_Kids+Clothing&p%5B%5D=facets.brand%255B%255D%3DFlying%2BMachine&sid=2oq%2Fmpf&otracker=nmenu_sub_Baby%20%26%20Kids_0_Flying%20Machine
Baby & Kids,Featured brands,Crocs,"https://www.flipkart.com/footwear/kids-infant-footwear/crocs~brand/pr?sid=osp,mba&otracker=nmenu_sub_Baby%20%26%20Kids_0_Crocs"
Baby & Kids,Featured brands,Puma,"https://www.flipkart.com/footwear/kids-infant-footwear/puma~brand/pr?sid=osp,mba&otracker=nmenu_sub_Baby%20%26%20Kids_0_Puma"
Baby & Kids,Featured brands,Funskool,https://www.flipkart.com/toys/funskool~brand/pr?sid=mgl&otracker=nmenu_sub_Baby%20%26%20Kids_0_Funskool
Baby & Kids,Featured brands,Lego,https://www.flipkart.com/lego-store?otracker=nmenu_sub_Baby%20%26%20Kids_0_Lego
Baby & Kids,Featured brands,Luvlap,https://www.flipkart.com/baby-care/luvlap~brand/pr?sid=kyh&otracker=nmenu_sub_Baby%20%26%20Kids_0_Luvlap
Baby & Kids,Featured brands,Mamy Poko,https://www.flipkart.com/baby-care/~diapers-store/pr?sid=kyh%2Cfdp%2Cyvf&otracker=nmenu_sub_Baby+%26+Kids_0_Diapers&otracker=nmenu_sub_Baby+%26+Kids_0_Diapers&p%5B%5D=facets.fulfilled_by%255B%255D%3DFlipkart%2BAssured&p%5B%5D=facets.brand%255B%255D%3DMamyPoko&otracker=nmenu_sub_Baby%20%26%20Kids_0_Mamy%20Poko
Baby & Kids,Featured brands,Mee Mee,https://www.flipkart.com/baby-care/pr?sid=kyh&otracker=categorytree&p%5B%5D=facets.brand%255B%255D%3DMe%2BMee&p%5B%5D=facets.brand%255B%255D%3DMEE%2B%2527N%2527%2BMyy&p%5B%5D=facets.brand%255B%255D%3DMeeMee&otracker=nmenu_sub_Baby%20%26%20Kids_0_Mee%20Mee
Home & Furniture,"Kitchen, Cookware & Serveware",Pans,https://www.flipkart.com/kitchen-cookware-serveware/cookware/pans/pr?sid=upp%2Ctnx%2C9fq&otracker=nmenu_sub_Home%20%26%20Furniture_0_Pans
Home & Furniture,"Kitchen, Cookware & Serveware",Tawas,https://www.flipkart.com/kitchen-cookware-serveware/cookware/tawas/pr?sid=upp%2Ctnx%2Cj12&otracker=nmenu_sub_Home%20%26%20Furniture_0_Tawas
