L1,L2,L3,Link
TVs & Appliances,Small Home Appliances,Air Coolers,"https://www.flipkart.com/home-kitchen/home-appliances/air-coolers/pr?sid=j9e,abm,52j&otracker=categorytree&otracker=nmenu_sub_TVs%20%26%20Appliances_0_Air%20Coolers"
TVs & Appliances,Small Home Appliances,Inverters,"https://www.flipkart.comhome-kitchen/home-appliances/inverters/pr?sid=j9e,abm,7no&otracker=categorytree&otracker=nmenu_sub_TVs%20%26%20Appliances_0_Inverters"
TVs & Appliances,Small Home Appliances,Vacuum Cleaners,https://www.flipkart.com/vacuum-cleaners/pr?sid=j9e%2Cabm%2Cul2&otracker=nmenu_sub_Appliances_0_Vacuum%20Cleaners&otracker=nmenu_sub_Appliances_0_Vacuum%20Cleaners&otracker=nmenu_sub_TVs%20%26%20Appliances_0_Vacuum%20Cleaners
TVs & Appliances,Small Home Appliances,Sewing Machines,"https://www.flipkart.com/home-kitchen/home-appliances/sewing-machines/pr?sid=j9e,abm,0zg&otracker=categorytree&otracker=nmenu_sub_TVs%20%26%20Appliances_0_Sewing%20Machines"
TVs & Appliances,Small Home Appliances,Voltage Stabilizers,"https://www.flipkart.com/home-kitchen/home-appliances/voltage-stabilizers/pr?sid=j9e,abm,xf4&otracker=categorytree&otracker=nmenu_sub_TVs%20%26%20Appliances_0_Voltage%20Stabilizers"
TVs & Appliances,Small Home Appliances,Water Geysers,https://www.flipkart.com/water-geysers/pr?sid=j9e%2Cabm%2Cbfm&otracker=categorytree&otracker=nmenu_sub_Appliances_0_Water%20Geysers&otracker=nmenu_sub_TVs%20%26%20Appliances_0_Water%20Geysers
TVs & Appliances,Small Home Appliances,Immersion Rods,"https://www.flipkart.com/home-kitchen/home-appliances/immersion-rods/pr?sid=j9e,abm,rqo&otracker=categorytree&otracker=nmenu_sub_TVs%20%26%20Appliances_0_Immersion%20Rods"
TVs & Appliances,Buying Guides,Televisions,"https://www.flipkart.com/buying-guide/tvs?sid=ckf,czl&otracker=nmenu_sub_TVs%20%26%20Appliances_0_Televisions"
TVs & Appliances,Buying Guides,Washing Machines,"https://www.flipkart.com/buying-guide/washing-machines-dryers?sid=j9e,abm,8qx&otracker=nmenu_sub_TVs%20%26%20Appliances_0_Washing%20Machines"
TVs & Appliances,Buying Guides,Refrigerators,"https://www.flipkart.com/buying-guide/refrigerators?sid=j9e,abm,hzg&otracker=nmenu_sub_TVs%20%26%20Appliances_0_Refrigerators"
TVs & Appliances,Buying Guides,Air Conditioners,"https://www.flipkart.com/buying-guide/air-conditioners?sid=j9e,abm,c54&otracker=nmenu_sub_TVs%20%26%20Appliances_0_Air%20Conditioners"
TVs & Appliances,Buying Guides,Water Purifiers,"https://www.flipkart.com/buying-guide/water-purifiers?sid=j9e,abm,i45&otracker=nmenu_sub_TVs%20%26%20Appliances_0_Water%20Purifiers"
TVs & Appliances,Buying Guides,Air Purifiers,"https://www.flipkart.com/buying-guide/air-purifiers?sid=j9e,abm,3o4&otracker=nmenu_sub_TVs%20%26%20Appliances_0_Air%20Purifiers"
TVs & Appliances,Buying Guides,Chimneys,"https://www.flipkart.com/buying-guide/chimneys?sid=j9e,m38,tgz&otracker=bg_from_browse_lhs&otracker=nmenu_sub_TVs%20%26%20Appliances_0_Chimneys"
TVs & Appliances,Buying Guides,Water Geysers,"https://www.flipkart.com/buying-guide/water-geysers?sid=j9e,abm,bfm&otracker=bg_from_browse_lhs&otracker=nmenu_sub_TVs%20%26%20Appliances_0_Water%20Geysers"
TVs & Appliances,New Launches,Coocaa Smart TVs,"https://www.flipkart.com/televisions/pr?sid=ckf,czl&p[]=facets.availability%255B%255D%3DExclude%2BOut%2Bof%2BStock&p[]=facets.brand%255B%255D%3DCoocaa&otracker=categorytree&otracker=nmenu_sub_TVs%20%26%20Appliances_0_Coocaa%20Smart%20TVs"
TVs & Appliances,New Launches,Nokia (55) 4K Android TV,https://www.flipkart.com/nokia-139cm-55-inch-ultra-hd-4k-led-smart-android-tv-sound-jbl/p/itmffvfvyztsmfmq?pid=TVSFFVFVJEGZ3R5H&otracker=nmenu_sub_TVs%20%26%20Appliances_0_Nokia%20(55)%204K%20Android%20TV
TVs & Appliances,New Launches,Mi (32) 4A Pro Android TV,https://www.flipkart.com/mi-led-smart-tv-4a-pro-80-cm-32-android/p/itmfdwh5jyqhmvzg?pid=TVSFDWH5K9N2FDTK&otracker=nmenu_sub_TVs%20%26%20Appliances_0_Mi%20(32)%204A%20Pro%20Android%20TV
TVs & Appliances,New Launches,MarQ (43) FHD Smart TV,https://www.flipkart.com/marq-flipkart-ultra-thin-bezel-108cm-43-inch-full-hd-led-smart-tv-android/p/itmfaqvze443xze3?pid=TVSFAQVZ8SRBHZ2Z&otracker=nmenu_sub_TVs%20%26%20Appliances_0_MarQ%20(43)%20FHD%20Smart%20TV
TVs & Appliances,New Launches,LG Refrigerators,https://www.flipkart.com/home-kitchen/~just-launched-kitchen-appliances/pr?sid=j9e&p%5B%5D=facets.serviceability%5B%5D%3Dtrue&p%5B%5D=facets.brand%255B%255D%3DLG&otracker=nmenu_sub_TVs%20%26%20Appliances_0_LG%20Refrigerators
TVs & Appliances,New Launches,Thomson (40) 4K Smart TV,https://www.flipkart.com/thomson-ud9-102cm-40-inch-ultra-hd-4k-led-smart-tv/p/itmfdvfrxxphynpf?pid=TVSFDVFRHPQQWYPV&otracker=nmenu_sub_TVs%20%26%20Appliances_0_Thomson%20(40)%204K%20Smart%20TV
TVs & Appliances,New Launches,Whirlpool Refrigerators,https://www.flipkart.com/home-kitchen/~just-launched-kitchen-appliances/pr?sid=j9e&p%5B%5D=facets.serviceability%5B%5D%3Dtrue&p%5B%5D=facets.brand%255B%255D%3DWhirlpool&otracker=nmenu_sub_TVs%20%26%20Appliances_0_Whirlpool%20Refrigerators
TVs & Appliances,New Launches,Kodak (22) | (32) LED TVs,https://www.flipkart.com/televisions/pr?sid=ckf%2Cczl&p%5B%5D=facets.price_range.from%3DMin&otracker=categorytree&p%5B%5D=facets.price_range.to%3D10000&p%5B%5D=facets.availability%255B%255D%3DExclude%2BOut%2Bof%2BStock&p%5B%5D=facets.brand%255B%255D%3DKodak&p%5B%5D=facets.serviceability%5B%5D%3Dtrue&p%5B%5D=facets.number_of_hdmi_ports%255B%255D%3DOne&otracker=nmenu_sub_TVs%20%26%20Appliances_0_Kodak%20(22)%20%7C%20(32)%20LED%20TVs
Men,Footwear,Sports Shoes,"https://www.flipkart.com/mens-footwear/sports-shoes/pr?sid=osp,cil,1cu&otracker=nmenu_sub_Men_0_Sports%20Shoes"
Men,Footwear,Casual Shoes,"https://www.flipkart.com/mens-footwear/casual-shoes/pr?sid=osp,cil,e1f&otracker=nmenu_sub_Men_0_Casual%20Shoes"
Men,Footwear,Formal Shoes,"https://www.flipkart.com/mens-footwear/formal-shoes/pr?sid=osp,cil,ssb&otracker=nmenu_sub_Men_0_Formal%20Shoes"
Men,Footwear,Sandals & Floaters,"https://www.flipkart.com/mens-footwear/sandals-floaters/pr?sid=osp,cil,e83&otracker=nmenu_sub_Men_0_Sandals%20%26%20Floaters"
Men,Footwear,Flip- Flops,"https://www.flipkart.com/mens-footwear/slippers-flip-flops/pr?sid=osp,cil,e1r&otracker=nmenu_sub_Men_0_Flip-%20Flops"
Men,Footwear,Loafers,https://www.flipkart.com/mens-footwear/casual-shoes/loafers~type/pr?sid=osp%2Ccil%2Ce1f&otracker=nmenu_sub_Men_0_Loafers
Men,Footwear,Boots,https://www.flipkart.com/mens-footwear/casual-shoes/boots~type/pr?sid=osp%2Ccil%2Ce1f&otracker=nmenu_sub_Men_0_Boots
Men,Footwear,Running Shoes,"https://www.flipkart.com/mens-footwear/sports-shoes/running-shoes~type/pr?sid=osp,cil,1cu&otracker=nmenu_sub_Men_0_Running%20Shoes"
Men,Footwear,Sneakers,https://www.flipkart.com/mens-footwear/casual-shoes/sneakers~type/pr?sid=osp%2Ccil%2Ce1f&otracker=nmenu_sub_Men_0_Sneakers
Men,Men's Grooming,Deodorants,https://www.flipkart.com/beauty-and-grooming/fragrances/deodorants/pr?sid=g9b%2C0yh%2Cvp1&p%5B%5D=facets.ideal_for%255B%255D%3DMen%2B%2526%2BWomen&otracker=categorytree&p%5B%5D=facets.ideal_for%255B%255D%3DMen&p%5B%5D=facets.serviceability%5B%5D%3Dtrue&otracker=nmenu_sub_Men_0_Deodorants
Men,Men's Grooming,Perfumes,"https://www.flipkart.com/beauty-and-grooming/fragrances/perfume/pr?sid=g9b,0yh,jhz&p[]=facets.ideal_for%255B%255D%3DMen%2B%2526%2BWomen&p[]=facets.ideal_for%255B%255D%3DMen&p[]=facets.serviceability%5B%5D%3Dtrue&otracker=categorytree&otracker=nmenu_sub_Men_0_Perfumes"
Men,Men's Grooming,Beard Care & Grooming,https://www.flipkart.com/beauty-and-grooming/pr?sid=g9b&p%5B%5D=facets.brand%255B%255D%3DBeardo&p%5B%5D=facets.brand%255B%255D%3DUstraa&p%5B%5D=facets.brand%255B%255D%3DThe%2BMan%2BCompany&p%5B%5D=facets.brand%255B%255D%3DSpruce%2BShave%2BClub&p%5B%5D=facets.brand%255B%255D%3DMan%2BArden&p%5B%5D=facets.brand%255B%255D%3DMeralite&p%5B%5D=facets.brand%255B%255D%3DBrylcreem&p%5B%5D=facets.brand%255B%255D%3DUrbanMooch&p%5B%5D=facets.brand%255B%255D%3DVihado&p%5B%5D=facets.serviceability%5B%5D%3Dtrue&otracker=nmenu_sub_Men_0_Beard%20Care%20%26%20Grooming
Men,Men's Grooming,Shaving & Aftershave,https://www.flipkart.com/beauty-and-grooming/~shaving-aftershave/pr?sid=g9b&otracker=nmenu_sub_Men_0_Shaving%20%26%20Aftershave
Men,Men's Grooming,Sexual Wellness,"https://www.flipkart.com/beauty-and-grooming/sexual-wellness/pr?sid=g9b,alu&p[]=facets.serviceability%5B%5D%3Dtrue&otracker=categorytree&otracker=nmenu_sub_Men_0_Sexual%20Wellness"
Men,Top wear,T-Shirts,"https://www.flipkart.com/mens-clothing/tshirts/pr?sid=2oq,s9b,j9y&otracker=nmenu_sub_Men_0_T-Shirts"
Men,Top wear,Shirts,"https://www.flipkart.com/men/shirts/pr?sid=2oq,s9b,mg4&otracker=nmenu_sub_Men_0_Shirts"
Men,Top wear,Kurtas,"https://www.flipkart.com/mens-clothing/ethnic-wear/kurtas/pr?sid=2oq,s9b,3a0,r6s&otracker=nmenu_sub_Men_0_Kurtas"
Men,Top wear,Suits & Blazers,"https://www.flipkart.com/mens-clothing/suits-blazers/pr?sid=2oq,s9b,q9f&otracker=nmenu_sub_Men_0_Suits%20%26%20Blazers"
Men,Bottom wear,Jeans,"https://www.flipkart.com/men/jeans/pr?sid=2oq,s9b,94h&otracker=nmenu_sub_Men_0_Jeans"
Men,Bottom wear,Trousers,"https://www.flipkart.com/mens-clothing/trousers/pr?sid=2oq,s9b,9uj&otracker=nmenu_sub_Men_0_Trousers"
Men,Bottom wear,Shorts & 3/4ths,https://www.flipkart.com/mens-clothing/~shorts-and-capris/pr?sid=2oq%2Cs9b&otracker=nmenu_sub_Men_0_Shorts%20%26%203%2F4ths
Men,Bottom wear,Cargos,"https://www.flipkart.com/mens-clothing/cargos-shorts-34ths/cargos/pr?sid=2oq,s9b,vde,lrd&otracker=nmenu_sub_Men_0_Cargos"
Men,Bottom wear,Track pants,"https://www.flipkart.com/mens-clothing/sports-wear/track-pants/pr?sid=2oq,s9b,6gr,rfn&otracker=nmenu_sub_Men_0_Track%20pants"
Men,Seasonal Wear,Sweaters,"https://www.flipkart.com/mens-clothing/winter-seasonal-wear/sweaters/pr?sid=2oq,s9b,qgu,l8m&otracker=nmenu_sub_Men_0_Sweaters"
Men,Seasonal Wear,Jackets,"https://www.flipkart.com/mens-clothing/winter-seasonal-wear/jackets/pr?sid=2oq,s9b,qgu,8cd&otracker=nmenu_sub_Men_0_Jackets"
Men,Seasonal Wear,Sweatshirts,"https://www.flipkart.com/mens-clothing/winter-seasonal-wear/sweatshirts/pr?sid=2oq,s9b,qgu,8vm&otracker=nmenu_sub_Men_0_Sweatshirts"
Men,Seasonal Wear,Thermals,"https://www.flipkart.com/mens-clothing/inner-wear-sleep-wear/thermals/pr?sid=2oq,s9b,b1a,bhf&otracker=nmenu_sub_Men_0_Thermals"
Men,Seasonal Wear,Raincoats,"https://www.flipkart.com/mens-clothing/winter-seasonal-wear/raincoats/pr?sid=2oq,s9b,qgu,hf8&p[]=facets.serviceability%5B%5D%3Dtrue&otracker=categorytree&otracker=nmenu_sub_Men_0_Raincoats"
Men,Sports wear,Sports T-Shirts,"https://www.flipkart.com/mens-clothing/sports-wear/tshirts/pr?sid=2oq,s9b,6gr,j9y&otracker=nmenu_sub_Men_0_Sports%20T-Shirts"
Men,Sports wear,Track Pants,"https://www.flipkart.com/mens-clothing/sports-wear/track-pants/pr?sid=2oq,s9b,6gr,rfn&otracker=nmenu_sub_Men_0_Track%20Pants"
Men,Sports wear,Track Suits,"https://www.flipkart.com/mens-clothing/sports-wear/track-suits/pr?sid=2oq,s9b,6gr,xxe&p[]=facets.serviceability%5B%5D%3Dtrue&otracker=categorytree&otracker=nmenu_sub_Men_0_Track%20Suits"
Men,Sports wear,Shorts,"https://www.flipkart.com/mens-clothing/cargos-shorts-34ths/shorts/pr?sid=2oq,s9b,vde,59q&otracker=nmenu_sub_Men_0_Shorts"
Men,Innerwear & Sleepwear,Briefs & Trunks,https://www.flipkart.com/mens-clothing/~briefs-and-trunks/pr?sid=2oq%2Cs9b&otracker=nmenu_sub_Men_0_Briefs%20%26%20Trunks
Men,Innerwear & Sleepwear,Vests,"https://www.flipkart.com/mens-clothing/inner-wear-sleep-wear/vests/pr?sid=2oq,s9b,b1a,kgo&otracker=nmenu_sub_Men_0_Vests"
Men,Innerwear & Sleepwear,Boxers,"https://www.flipkart.com/mens-clothing/inner-wear-sleep-wear/boxers/pr?sid=2oq,s9b,b1a,bw1&otracker=nmenu_sub_Men_0_Boxers"
Men,Innerwear & Sleepwear,Thermals,"https://www.flipkart.com/mens-clothing/inner-wear-sleep-wear/thermals/pr?sid=2oq,s9b,b1a,bhf&otracker=nmenu_sub_Men_0_Thermals"
Men,Watches,Fastrack,https://www.flipkart.com/watches/fastrack~brand/pr?sid=r18&otracker=nmenu_sub_Men_0_Fastrack
Men,Watches,Casio,https://www.flipkart.com/watches/casio~brand/pr?sid=r18&otracker=nmenu_sub_Men_0_Casio
Men,Watches,Titan,https://www.flipkart.com/watches/titan~brand/pr?sid=r18&otracker=nmenu_sub_Men_0_Titan
Men,Watches,Fossil,https://www.flipkart.com/watches/fossil~brand/pr?sid=r18&otracker=nmenu_sub_Men_0_Fossil
Men,Watches,Sonata,https://www.flipkart.com/watches/sonata~brand/pr?sid=r18&otracker=nmenu_sub_Men_0_Sonata
Men,Accessories,Backpacks,"https://www.flipkart.com/bags-wallets-belts/bags-backpacks/backpacks/pr?sid=reh,4d7,ak9&otracker=nmenu_sub_Men_0_Backpacks"
Men,Accessories,Wallets,https://www.flipkart.com/bags-wallets-belts/wallets-clutches/wallets/pr?sid=reh%2Ccca%2Ch76&marketplace=FLIPKART&p%5B%5D=facets.ideal_for%255B%255D%3DMen&p%5B%5D=facets.ideal_for%255B%255D%3DBoys&p%5B%5D=facets.serviceability%5B%5D%3Dtrue&otracker=nmenu_sub_Men_0_Wallets
Men,Accessories,Belts,"https://www.flipkart.com/bags-wallets-belts/belts/~men/pr?sid=reh,wq9&otracker=nmenu_sub_Men_0_Belts"
Men,Accessories,Sunglasses,https://www.flipkart.com/sunglasses/pr?p%5B%5D=facets.ideal_for%255B%255D%3DMen&sid=26x&otracker=nmenu_sub_Men_0_Sunglasses&p%5B%5D=facets.ideal_for%255B%255D%3DMen%2B%2526%2BWomen&otracker=nmenu_sub_Men_0_Sunglasses
Men,Accessories,Luggage & Travel,https://www.flipkart.com/bags-wallets-belts/luggage-travel/pr?count=40&p%5B%5D=facets.ideal_for%255B%255D%3DBoys%2B%2526%2BGirls&p%5B%5D=facets.ideal_for%255B%255D%3DMen%2B%2526%2BWomen&p%5B%5D=facets.ideal_for%255B%255D%3DMen&p%5B%5D=facets.ideal_for%255B%255D%3DMen%2527s&p%5B%5D=facets.ideal_for%255B%255D%3DBoys&sid=reh%2Fplk&otracker=nmenu_sub_Men_0_Luggage%20%26%20Travel
Men,Accessories,Frames,https://www.flipkart.com/eyewear/frames/pr?count=40&p%5B%5D=facets.ideal_for%255B%255D%3DMen&p%5B%5D=facets.ideal_for%255B%255D%3DUnisex&sid=u73%2Fh4k&otracker=nmenu_sub_Men_0_Frames
Men,Accessories,Jewellery,https://www.flipkart.com/jewellery/pr?p%5B%5D=facets.ideal_for%255B%255D%3DMen&p%5B%5D=facets.ideal_for%255B%255D%3DBoys&sid=mcr&otracker=nmenu_sub_Men_0_Jewellery
Men,Personal Care Appliances,Trimmers,https://www.flipkart.com/health-personal-care-appliances/personal-care-appliances/trimmers/pr?count=40&otracker=nmenu_sub_Men_0_Trimmers&p%5B%5D=facets.ideal_for%255B%255D%3DMen&p%5B%5D=facets.ideal_for%255B%255D%3DMen%2B%2526%2BWomen&sid=zlw%2F79s%2Fby3&otracker=nmenu_sub_Men_0_Trimmers
Men,Personal Care Appliances,Shavers,"https://www.flipkart.com/health-personal-care-appliances/personal-care-appliances/shavers/pr?sid=zlw,79s,u3j&otracker=nmenu_sub_Men_0_Shavers"
Men,Personal Care Appliances,Grooming Kits,"https://www.flipkart.com/health-personal-care-appliances/personal-care-appliances/grooming-kit/pr?sid=zlw,79s,bi7&otracker=nmenu_sub_Men_0_Grooming%20Kits"
Men,Featured,Watches Store,https://www.flipkart.com/mens-watches-store?otracker=nmenu_sub_Men_0_Watches%20Store
Men,Featured,Footwear Club,https://www.flipkart.com/men-exclusive-store?otracker=nmenu_sub_Men_0_Footwear%20Club
Men,Featured,Bags & Wallet,https://www.flipkart.com/mens-bags-wallet-store?otracker=nmenu_sub_Men_0_Bags%20%26%20Wallet
Men,Featured,T-Shirt Store,https://www.flipkart.com/mens-tshirts-store?otracker=nmenu_sub_Men_0_T-Shirt%20Store
Men,Featured,Adidas,https://www.flipkart.com/mens-footwear/pr?sid=osp%2Ccil&otracker=nmenu_sub_Men_0_Footwear&p%5B%5D=facets.brand%255B%255D%3DADIDAS&p%5B%5D=facets.brand%255B%255D%3DADIDAS%2BNEO&p%5B%5D=facets.brand%255B%255D%3DADIDAS%2BORIGINALS&otracker=nmenu_sub_Men_0_Adidas
Men,Featured,Beardo,https://www.flipkart.com/beauty-and-personal-care/mens-grooming/hair-care/pr?count=40&otracker=categorytree&p%5B%5D=facets.brand%255B%255D%3DBeardo&sid=t06%2Fhb1%2Fb7e&otracker=nmenu_sub_Men_0_Beardo
Men,Featured,Reebok,"https://www.flipkart.com/mens-footwear/reebok~brand/pr?sid=osp,cil&otracker=nmenu_sub_Men_0_Reebok"
Men,Featured,Skechers,"https://www.flipkart.com/mens-footwear/skechers~brand/pr?sid=osp,cil&otracker=nmenu_sub_Men_0_Skechers"
Men,Featured,Nike,"https://www.flipkart.com/mens-footwear/nike~brand/pr?sid=osp,cil&otracker=nmenu_sub_Men_0_Nike"
Women,Western Wear,"Tops, T-Shirts & Shirts","https://www.flipkart.com/womens-clothing/western-wear/shirts-tops-tunics/pr?sid=2oq,c1r,ha6,cck&p[]=facets.serviceability%5B%5D%3Dtrue&otracker=categorytree&otracker=nmenu_sub_Women_0_Tops%2C%20T-Shirts%20%26%20Shirts"
Women,Western Wear,Dresses,"https://www.flipkart.com/women/dresses/pr?sid=2oq,c1r,ha6,xzt,3y0&otracker=categorytree&otracker=nmenu_sub_Women_0_Dresses&otracker=nmenu_sub_Women_0_Dresses&otracker=nmenu_sub_Women_0_Dresses"
Women,Western Wear,Jeans,"https://www.flipkart.com/womens-clothing/western-wear/jeans-shorts/jeans/pr?sid=2oq,c1r,ha6,uuk,q02&otracker=nmenu_sub_Women_0_Jeans&otracker=nmenu_sub_Women_0_Jeans&otracker=nmenu_sub_Women_0_Jeans"
Women,Western Wear,Shorts,"https://www.flipkart.com/womens-clothing/western-wear/jeans-shorts/shorts/pr?sid=2oq,c1r,ha6,uuk,7e2&p[]=facets.serviceability%5B%5D%3Dtrue&otracker=categorytree&otracker=nmenu_sub_Women_0_Shorts"
Women,Western Wear,Skirts,"https://www.flipkart.com/womens-clothing/western-wear/dresses-skirts/skirts/pr?sid=2oq,c1r,ha6,xzt,u0w&p[]=facets.serviceability%5B%5D%3Dtrue&otracker=categorytree&otracker=nmenu_sub_Women_0_Skirts"
Women,Western Wear,Leggings & Jeggings,"https://www.flipkart.com/womens-clothing/western-wear/leggings-jeggings/pr?sid=2oq,c1r,ha6,q7g&otracker=categorytree&otracker=nmenu_sub_Women_0_Leggings%20%26%20Jeggings&otracker=nmenu_sub_Women_0_Leggings%20%26%20Jeggings"
Women,Western Wear,Trousers & Capris,"https://www.flipkart.com/western-wear/trousers-capris/pr?sid=2oq,c1r,ha6,uo8&otracker=nmenu_sub_Women_0_Trousers%20and%20Capris&otracker=nmenu_sub_Women_0_Trousers%20%26%20Capris&otracker=nmenu_sub_Women_0_Trousers%20%26%20Capris"
Women,Lingerie & Sleepwear,Bras,"https://www.flipkart.com/womens-clothing/lingerie-sleep-swimwear/bras/pr?sid=2oq,c1r,tbt,3o8&p[]=facets.serviceability%5B%5D%3Dtrue&otracker=categorytree&otracker=nmenu_sub_Women_0_Bras"
Women,Lingerie & Sleepwear,Panties,"https://www.flipkart.com/womens-clothing/lingerie-sleep-swimwear/panties/pr?sid=2oq,c1r,tbt,8sc&p[]=facets.serviceability%5B%5D%3Dtrue&otracker=categorytree&otracker=nmenu_sub_Women_0_Panties"
Women,Lingerie & Sleepwear,Lingerie Sets,"https://www.flipkart.com/womens-clothing/lingerie-sleep-swimwear/lingerie-sets/pr?sid=2oq,c1r,tbt,xjz&p[]=facets.serviceability%5B%5D%3Dtrue&otracker=categorytree&otracker=nmenu_sub_Women_0_Lingerie%20Sets"
Women,Lingerie & Sleepwear,Night Dresses & Nighties,https://www.flipkart.com/womens-clothing/lingerie-sleep-swimwear/night-dresses-nighties/pr?sid=2oq%2Cc1r%2Ctbt%2C25w&otracker=nmenu_sub_Women_0_Nightsuits%20and%20Nightdresses&otracker=nmenu_sub_Women_0_Nightsuits%20%26%20Nightdresses&otracker=nmenu_sub_Women_0_Night%20Dresses%20%26%20Nighties
Women,Lingerie & Sleepwear,Shapewear,"https://www.flipkart.com/womens-clothing/lingerie-sleep-swimwear/shapewears/pr?sid=2oq,c1r,tbt,rqz&otracker=categorytree&otracker=nmenu_sub_Women_0_Shapewear&otracker=nmenu_sub_Women_0_Shapewear"
Women,Lingerie & Sleepwear,Camisoles & Slips,"https://www.flipkart.com/womens-clothing/lingerie-sleep-swimwear/camisoles-slips/pr?sid=2oq,c1r,tbt,w9p&otracker=categorytree&otracker=nmenu_sub_Women_0_Camisoles%20%26%20Slips&otracker=nmenu_sub_Women_0_Camisoles%20%26%20Slips"
Women,Ethnic Wear,Sarees,"https://www.flipkart.com/sarees/pr?sid=2oq,c1r,3pj,7od&otracker=nmenu_sub_Women_0_Sarees&otracker=nmenu_sub_Women_0_Sarees"
Women,Ethnic Wear,Kurtas & Kurtis,"https://www.flipkart.com/womens-clothing/ethnic-wear/kurtas-kurtis/pr?sid=2oq,c1r,3pj,ua6&otracker=categorytree&otracker=nmenu_sub_Women_0_Kurtas%20%26%20Kurtis"
Women,Ethnic Wear,Dress Material,"https://www.flipkart.com/womens-clothing/ethnic-wear/dress-materials/pr?sid=2oq,c1r,3pj,5ji&otracker=nmenu_sub_Women_0_Dress%20Material&otracker=nmenu_sub_Women_0_Dress%20Material"
Women,Ethnic Wear,Lehenga Choli,"https://www.flipkart.com/womens-clothing/ethnic-wear/lehenga-cholis/pr?sid=2oq,c1r,3pj,t5i&otracker=nmenu_sub_Women_0_Lehenga%20Choli&otracker=nmenu_sub_Women_0_Lehenga%20Choli"
Women,Ethnic Wear,Blouse,"https://www.flipkart.com/womens-clothing/ethnic-wear/blouses/pr?sid=2oq,c1r,3pj,vx5&otracker=nmenu_sub_Women_0_Blouse&otracker=nmenu_sub_Women_0_Blouse"
Women,Ethnic Wear,Ethnic Bottoms,"https://www.flipkart.com/womens-clothing/ethnic-wear/ethnic-bottoms/pr?sid=2oq,c1r,3pj,9l3&otracker=nmenu_sub_Women_0_Leggings%20and%20Salwars&otracker=nmenu_sub_Women_0_Ethnic%20Bottoms"
Women,Ethnic Wear,Anarkali Suits,"https://www.flipkart.com/womens-clothing/ethnic-wear/pr?sid=2oq,c1r,3pj&p[]=facets.type%255B%255D%3DAnarkali&p[]=facets.type%255B%255D%3DGown%252FAnarkali%2BKurta%2B%2526%2BBottom%2BMaterial&p[]=facets.type%255B%255D%3DAnarkali%2BKurta%252C%2BBottom%2B%2526%2BDupatta%2BSet&p[]=facets.serviceability%5B%5D%3Dtrue&otracker=categorytree&otracker=nmenu_sub_Women_0_Anarkali%20Suits"
Women,Ethnic Wear,Petticoats,"https://www.flipkart.com/womens-clothing/ethnic-wear/petticoats/pr?sid=2oq,c1r,3pj,yo1&otracker=categorytree&otracker=nmenu_sub_Women_0_Petticoats"
Women,Ethnic Wear,Abhayas & Burqas,"https://www.flipkart.com/womens-clothing/ethnic-wear/abayas-burqas/pr?sid=2oq,c1r,3pj,oh9&otracker=categorytree&otracker=nmenu_sub_Women_0_Abhayas%20%26%20Burqas"
Women,Ethnic Wear,Dupattas,"https://www.flipkart.com/womens-clothing/ethnic-wear/dupattas/pr?sid=2oq,c1r,3pj,s0u&otracker=categorytree&otracker=nmenu_sub_Women_0_Dupattas"
Women,Sandals,Flats,"https://www.flipkart.com/womens-footwear/flats/pr?sid=osp,iko,9d5&otracker=nmenu_sub_Women_0_Flats"
Women,Sandals,Heels,"https://www.flipkart.com/womens-footwear/heels/pr?sid=osp,iko,6q1&otracker=nmenu_sub_Women_0_Heels"
Women,Sandals,Wedges,"https://www.flipkart.com/womens-footwear/wedges/pr?sid=osp,iko,jpm&otracker=nmenu_sub_Women_0_Wedges"
Women,Shoes,Sports Shoes,"https://www.flipkart.com/womens-footwear/sports-shoes/pr?sid=osp,iko,d20&otracker=nmenu_sub_Women_0_Sports%20Shoes"
Women,Shoes,Casual Shoes,"https://www.flipkart.com/womens-footwear/casual-shoes/pr?sid=osp,iko,sx7&otracker=nmenu_sub_Women_0_Casual%20Shoes"
Women,Shoes,Boots,https://www.flipkart.com/womens-footwear/boots/pr?sid=osp%2Ciko%2Cxgp&otracker=nmenu_sub_Women_0_Boots
Women,Personal Care Appliances,Hair Straightners,"https://www.flipkart.com/health-personal-care-appliances/personal-care-appliances/hair-straighteners/pr?sid=zlw,79s,dk5&otracker=nmenu_sub_Women_0_Hair%20Straightners"
Women,Personal Care Appliances,Hair Dryers,"https://www.flipkart.com/health-personal-care-appliances/personal-care-appliances/hair-dryers/pr?sid=zlw,79s,mh8&otracker=nmenu_sub_Women_0_Hair%20Dryers"
Women,Personal Care Appliances,Epilators,"https://www.flipkart.com/health-personal-care-appliances/personal-care-appliances/epilators/pr?sid=zlw,79s,k32&otracker=nmenu_sub_Women_0_Epilators"
Women,Beauty & Grooming,Make Up,"https://www.flipkart.com/beauty-and-grooming/makeup/pr?sid=g9b,ffi&p[]=facets.serviceability%5B%5D%3Dtrue&otracker=categorytree&otracker=nmenu_sub_Women_0_Make%20Up"
